Data file S1. Salamander count data for harvest effect grids. Salamander counts by grid and sampling occasion at harvest effect grids for the most commonly encountered species (data are rarefied.). ,,,,,,,,,,,,,,,,
Unit,Grid,Trt,SlopeAzimuth,SlopeAspect,Year,Season,TrtPeriod,SamplePeriod,Check,Date,Precip,Temp,DWD,REBA,ZIZA,NOSL
4,1402A,Control,231,SW,2010,Fall,Post,7,1,101006,0,8.6,8.9,5,0,0
4,1402A,Control,231,SW,2010,Fall,Post,7,2,101015,0.28,11.4,8.9,4,0,0
4,1402A,Control,231,SW,2010,Fall,Post,7,3,101025,0,20.3,8.9,4,1,0
4,1402A,Control,231,SW,2010,Fall,Post,7,4,101109,0,10,8.9,8,0,0
4,1402A,Control,231,SW,2011,Spring,Post,8,1,110302,1.3,2.2,14.94,3,1,0
4,1402A,Control,231,SW,2011,Spring,Post,8,2,110321,1.09,12.8,14.94,16,2,0
4,1402A,Control,231,SW,2011,Spring,Post,8,3,110405,0,11.9,14.94,5,1,0
4,1402A,Control,231,SW,2011,Spring,Post,8,4,110422,2.59,6.9,14.94,6,0,0
4,1403A,Control,218,SW,2009,Fall,Post,5,1,90908,0.74,19.7,21.22,1,0,1
4,1403A,Control,218,SW,2009,Fall,Post,5,2,90928,2.21,16.9,21.22,6,0,0
4,1403A,Control,218,SW,2009,Fall,Post,5,3,91007,0,12.8,21.22,9,1,0
4,1403A,Control,218,SW,2009,Fall,Post,5,4,91020,0,8.3,21.22,17,6,1
4,1403A,Control,218,SW,2009,Fall,Post,5,5,91105,0,8.3,21.22,3,7,0
4,1403A,Control,218,SW,2010,Spring,Post,6,1,100315,1.3,5.6,21.22,2,1,0
4,1403A,Control,218,SW,2010,Spring,Post,6,2,100329,0.56,3.9,21.22,3,3,0
4,1403A,Control,218,SW,2010,Spring,Post,6,3,100412,0,14.2,21.22,6,2,0
4,1403A,Control,218,SW,2010,Spring,Post,6,4,100426,3.23,13.1,21.22,3,1,1
4,1403A,Control,218,SW,2010,Fall,Post,7,1,101006,0,8.6,21.22,6,0,1
4,1403A,Control,218,SW,2010,Fall,Post,7,2,101015,0.28,11.4,21.22,6,0,0
4,1403A,Control,218,SW,2010,Fall,Post,7,3,101025,0,20.3,21.22,13,0,0
4,1403A,Control,218,SW,2010,Fall,Post,7,4,101109,0,10,21.22,15,0,1
4,1403A,Control,218,SW,2011,Spring,Post,8,1,110302,1.3,2.2,18.44,8,4,0
4,1403A,Control,218,SW,2011,Spring,Post,8,2,110321,1.09,12.8,18.44,15,8,0
4,1403A,Control,218,SW,2011,Spring,Post,8,3,110405,0,11.9,18.44,6,3,0
4,1403A,Control,218,SW,2011,Spring,Post,8,4,110422,2.59,6.9,18.44,11,3,0
4,1404A,Control,315,SW,2009,Spring,Post,4,1,90305,0,-3.3,19.54,2,3,0
4,1404A,Control,315,SW,2009,Spring,Post,4,2,90416,1.93,6.1,19.54,6,5,0
4,1404A,Control,315,SW,2009,Spring,Post,4,3,90504,0.64,13.9,19.54,5,4,0
4,1404A,Control,315,SW,2009,Fall,Post,5,1,90909,0.71,19.2,19.54,0,0,0
4,1404A,Control,315,SW,2009,Fall,Post,5,2,90928,2.21,16.9,19.54,1,0,0
4,1404A,Control,315,SW,2009,Fall,Post,5,3,91007,0,12.8,19.54,17,2,0
4,1404A,Control,315,SW,2009,Fall,Post,5,4,91019,0.08,3.6,19.54,4,1,0
4,1404A,Control,315,SW,2009,Fall,Post,5,5,91105,0,8.3,19.54,8,3,0
4,1404A,Control,315,SW,2010,Spring,Post,6,1,100315,1.3,5.6,63.64,1,1,0
4,1404A,Control,315,SW,2010,Spring,Post,6,2,100329,0.56,3.9,63.64,5,1,0
4,1404A,Control,315,SW,2010,Spring,Post,6,3,100412,0,14.2,63.64,0,3,0
4,1404A,Control,315,SW,2010,Spring,Post,6,4,100426,3.23,13.1,63.64,3,1,0
4,1404A,Control,315,SW,2010,Fall,Post,7,1,101006,0,8.6,63.64,4,0,0
4,1404A,Control,315,SW,2010,Fall,Post,7,2,101015,0.28,11.4,63.64,4,2,0
4,1404A,Control,315,SW,2010,Fall,Post,7,3,101025,0,20.3,63.64,11,1,1
4,1404A,Control,315,SW,2010,Fall,Post,7,4,101109,0,10,63.64,11,0,2
4,1404A,Control,315,SW,2011,Spring,Post,8,1,110302,1.3,2.2,14.82,1,1,0
4,1404A,Control,315,SW,2011,Spring,Post,8,2,110321,1.09,12.8,14.82,7,3,0
4,1404A,Control,315,SW,2011,Spring,Post,8,3,110405,0,11.9,14.82,7,2,1
4,1404A,Control,315,SW,2011,Spring,Post,8,4,110422,2.59,6.9,14.82,9,9,2
4,1405A,Control,204,SW,2009,Fall,Post,5,1,90908,0.74,19.7,47.76,0,1,0
4,1405A,Control,204,SW,2009,Fall,Post,5,2,90928,2.21,16.9,47.76,3,0,0
4,1405A,Control,204,SW,2009,Fall,Post,5,3,91007,0,12.8,47.76,8,0,0
4,1405A,Control,204,SW,2009,Fall,Post,5,4,91020,0,8.3,47.76,12,3,0
4,1405A,Control,204,SW,2009,Fall,Post,5,5,91105,0,8.3,47.76,2,3,0
4,1405A,Control,204,SW,2010,Spring,Post,6,1,100315,1.3,5.6,47.76,0,0,0
4,1405A,Control,204,SW,2010,Spring,Post,6,2,100329,0.56,3.9,47.76,2,4,0
4,1405A,Control,204,SW,2010,Spring,Post,6,3,100413,0,16.7,47.76,5,0,0
4,1405A,Control,204,SW,2010,Spring,Post,6,4,100426,3.23,13.1,47.76,2,1,1
4,1405A,Control,204,SW,2010,Fall,Post,7,1,100927,0,13.6,47.76,2,0,0
4,1405A,Control,204,SW,2010,Fall,Post,7,2,101015,0.28,11.4,47.76,7,1,0
4,1405A,Control,204,SW,2010,Fall,Post,7,3,101025,0,20.3,47.76,14,0,2
4,1405A,Control,204,SW,2010,Fall,Post,7,4,101109,0,10,47.76,9,1,0
4,1405A,Control,204,SW,2011,Spring,Post,8,1,110302,1.3,2.2,42.08,4,1,0
4,1405A,Control,204,SW,2011,Spring,Post,8,2,110321,1.09,12.8,42.08,10,2,0
4,1405A,Control,204,SW,2011,Spring,Post,8,3,110405,0,11.9,42.08,7,1,0
4,1405A,Control,204,SW,2011,Spring,Post,8,4,110422,2.59,6.9,42.08,10,0,0
4,1406A,Control,64,NE,2009,Fall,Post,5,1,90908,0.74,19.7,145.74,0,0,0
4,1406A,Control,64,NE,2009,Fall,Post,5,2,90928,2.21,16.9,145.74,8,4,1
4,1406A,Control,64,NE,2009,Fall,Post,5,3,91007,0,12.8,145.74,4,3,1
4,1406A,Control,64,NE,2009,Fall,Post,5,4,91020,0,8.3,145.74,3,7,0
4,1406A,Control,64,NE,2009,Fall,Post,5,5,91105,0,8.3,145.74,4,1,0
4,1406A,Control,64,NE,2010,Spring,Post,6,1,100315,1.3,5.6,145.74,1,5,0
4,1406A,Control,64,NE,2010,Spring,Post,6,2,100329,0.56,3.9,145.74,6,3,0
4,1406A,Control,64,NE,2010,Spring,Post,6,3,100413,0,16.7,145.74,2,9,2
4,1406A,Control,64,NE,2010,Spring,Post,6,4,100426,3.23,13.1,145.74,0,5,2
4,1406A,Control,64,NE,2010,Fall,Post,7,1,101006,0,8.6,145.74,17,29,2
4,1406A,Control,64,NE,2010,Fall,Post,7,2,101015,0.28,11.4,145.74,13,21,2
4,1406A,Control,64,NE,2010,Fall,Post,7,3,101025,0,20.3,145.74,27,35,1
4,1406A,Control,64,NE,2010,Fall,Post,7,4,101109,0,10,145.74,14,23,1
4,1406A,Control,64,NE,2011,Spring,Post,8,1,110302,1.3,2.2,26.84,3,7,0
4,1406A,Control,64,NE,2011,Spring,Post,8,2,110321,1.09,12.8,26.84,9,6,0
4,1406A,Control,64,NE,2011,Spring,Post,8,3,110405,0,11.9,26.84,13,6,0
4,1406A,Control,64,NE,2011,Spring,Post,8,4,110422,2.59,6.9,26.84,6,29,1
4,1407A,Control,56,NE,2009,Fall,Post,5,1,90908,0.74,19.7,40.88,3,0,0
4,1407A,Control,56,NE,2009,Fall,Post,5,2,90928,2.21,16.9,40.88,10,1,2
4,1407A,Control,56,NE,2009,Fall,Post,5,3,91007,0,12.8,40.88,6,10,0
4,1407A,Control,56,NE,2009,Fall,Post,5,4,91020,0,8.3,40.88,3,5,0
4,1407A,Control,56,NE,2009,Fall,Post,5,5,91105,0,8.3,40.88,1,4,0
4,1407A,Control,56,NE,2010,Spring,Post,6,1,100315,1.3,5.6,40.88,2,0,0
4,1407A,Control,56,NE,2010,Spring,Post,6,2,100329,0.56,3.9,40.88,3,9,0
4,1407A,Control,56,NE,2010,Spring,Post,6,3,100413,0,16.7,40.88,8,9,0
4,1407A,Control,56,NE,2010,Spring,Post,6,4,100426,3.23,13.1,40.88,4,8,0
4,1407A,Control,56,NE,2010,Fall,Post,7,1,101006,0,8.6,40.88,17,10,1
4,1407A,Control,56,NE,2010,Fall,Post,7,2,101015,0.28,11.4,40.88,16,6,1
4,1407A,Control,56,NE,2010,Fall,Post,7,3,101027,0,16.9,40.88,3,1,0
4,1407A,Control,56,NE,2010,Fall,Post,7,4,101109,0,10,40.88,19,1,0
4,1407A,Control,56,NE,2011,Spring,Post,8,1,110302,1.3,2.2,31.4,2,4,0
4,1407A,Control,56,NE,2011,Spring,Post,8,2,110321,1.09,12.8,31.4,1,2,0
4,1407A,Control,56,NE,2011,Spring,Post,8,3,110405,0,11.9,31.4,4,2,0
4,1407A,Control,56,NE,2011,Spring,Post,8,4,110422,2.59,6.9,31.4,7,4,0
4,1408A,Control,86,NE,2009,Fall,Post,5,1,90908,0.74,19.7,35.28,0,0,1
4,1408A,Control,86,NE,2009,Fall,Post,5,2,90928,2.21,16.9,35.28,5,3,0
4,1408A,Control,86,NE,2009,Fall,Post,5,3,91007,0,12.8,35.28,14,5,0
4,1408A,Control,86,NE,2009,Fall,Post,5,4,91020,0,8.3,35.28,8,11,0
4,1408A,Control,86,NE,2009,Fall,Post,5,5,91105,0,8.3,35.28,6,3,0
4,1408A,Control,86,NE,2010,Spring,Post,6,1,100315,1.3,5.6,35.28,6,8,0
4,1408A,Control,86,NE,2010,Spring,Post,6,2,100329,0.56,3.9,35.28,6,14,1
4,1408A,Control,86,NE,2010,Spring,Post,6,3,100413,0,16.7,35.28,9,17,0
4,1408A,Control,86,NE,2010,Spring,Post,6,4,100426,3.23,13.1,35.28,1,5,1
4,1408A,Control,86,NE,2010,Fall,Post,7,1,101006,0,8.6,35.28,5,1,0
4,1408A,Control,86,NE,2010,Fall,Post,7,2,101015,0.28,11.4,35.28,5,0,0
4,1408A,Control,86,NE,2010,Fall,Post,7,3,101025,0,20.3,35.28,5,1,0
4,1408A,Control,86,NE,2010,Fall,Post,7,4,101110,0,10.3,35.28,6,6,0
4,1408A,Control,86,NE,2011,Spring,Post,8,1,110302,1.3,2.2,35.78,5,6,0
4,1408A,Control,86,NE,2011,Spring,Post,8,2,110321,1.09,12.8,35.78,9,11,0
4,1408A,Control,86,NE,2011,Spring,Post,8,3,110405,0,11.9,35.78,6,7,0
4,1408A,Control,86,NE,2011,Spring,Post,8,4,110422,2.59,6.9,35.78,5,7,2
5,1501A,Control,46,NE,2009,Fall,Post,5,1,90912,0,18.6,7.84,0,0,0
5,1501A,Control,46,NE,2009,Fall,Post,5,2,90922,1.37,23.3,7.84,0,0,1
5,1501A,Control,46,NE,2009,Fall,Post,5,3,91013,0,10.8,7.84,20,12,0
5,1501A,Control,46,NE,2009,Fall,Post,5,4,91026,0.46,9.7,7.84,5,7,0
5,1501A,Control,46,NE,2009,Fall,Post,5,5,91104,0,5.3,7.84,3,0,0
5,1501A,Control,46,NE,2010,Spring,Post,6,1,100316,0.84,5.8,7.84,9,3,0
5,1501A,Control,46,NE,2010,Spring,Post,6,2,100401,0,13.6,7.84,14,17,0
5,1501A,Control,46,NE,2010,Spring,Post,6,3,100415,0,18.9,7.84,3,12,0
5,1501A,Control,46,NE,2010,Spring,Post,6,4,100503,3.96,16.1,7.84,1,2,0
5,1501A,Control,46,NE,2010,Fall,Post,7,1,100928,0.08,14.7,7.84,4,0,0
5,1501A,Control,46,NE,2010,Fall,Post,7,2,101011,0,19.2,7.84,4,1,1
5,1501A,Control,46,NE,2010,Fall,Post,7,3,101020,0.15,8.6,7.84,19,20,0
5,1501A,Control,46,NE,2010,Fall,Post,7,4,101103,0,5,7.84,27,29,1
5,1501A,Control,46,NE,2011,Spring,Post,8,1,110307,5.66,-0.6,24.84,12,11,0
5,1501A,Control,46,NE,2011,Spring,Post,8,2,110314,0,3.3,24.84,14,18,0
5,1501A,Control,46,NE,2011,Spring,Post,8,3,110407,3.91,13.3,24.84,22,10,0
5,1501A,Control,46,NE,2011,Spring,Post,8,4,110421,6.55,3.6,24.84,5,4,0
5,1502A,Control,50,NE,2009,Spring,Post,4,1,90305,0,-3.3,11.36,1,0,0
5,1502A,Control,50,NE,2009,Spring,Post,4,2,90413,1.02,6.9,11.36,12,5,0
5,1502A,Control,50,NE,2009,Spring,Post,4,3,90506,0,15.8,11.36,6,0,1
5,1502A,Control,50,NE,2009,Fall,Post,5,1,90912,0,18.6,11.36,1,0,0
5,1502A,Control,50,NE,2009,Fall,Post,5,2,90922,1.37,23.3,11.36,2,0,0
5,1502A,Control,50,NE,2009,Fall,Post,5,3,91013,0,10.8,11.36,5,3,0
5,1502A,Control,50,NE,2009,Fall,Post,5,4,91026,0.46,9.7,11.36,6,4,0
5,1502A,Control,50,NE,2009,Fall,Post,5,5,91104,0,5.3,11.36,3,1,0
5,1502A,Control,50,NE,2010,Spring,Post,6,1,100316,0.84,5.8,83.04,6,3,0
5,1502A,Control,50,NE,2010,Spring,Post,6,2,100401,0,13.6,83.04,3,5,0
5,1502A,Control,50,NE,2010,Spring,Post,6,3,100415,0,18.9,83.04,0,3,0
5,1502A,Control,50,NE,2010,Spring,Post,6,4,100503,3.96,16.1,83.04,0,0,0
5,1502A,Control,50,NE,2010,Fall,Post,7,1,100928,0.08,14.7,83.04,0,0,0
5,1502A,Control,50,NE,2010,Fall,Post,7,2,101011,0,19.2,83.04,0,0,0
5,1502A,Control,50,NE,2010,Fall,Post,7,3,101020,0.15,8.6,83.04,10,2,0
5,1502A,Control,50,NE,2010,Fall,Post,7,4,101103,0,5,83.04,8,1,0
5,1502A,Control,50,NE,2011,Spring,Post,8,1,110307,5.66,-0.6,3.72,1,0,0
5,1502A,Control,50,NE,2011,Spring,Post,8,2,110314,0,3.3,3.72,4,1,0
5,1502A,Control,50,NE,2011,Spring,Post,8,3,110407,3.91,13.3,3.72,12,4,0
5,1502A,Control,50,NE,2011,Spring,Post,8,4,110421,6.55,3.6,3.72,3,0,1
5,1503A,Control,52,NE,2009,Fall,Post,5,1,90912,0,18.6,44.02,0,0,0
5,1503A,Control,52,NE,2009,Fall,Post,5,2,90922,1.37,23.3,44.02,2,0,0
5,1503A,Control,52,NE,2009,Fall,Post,5,3,91013,0,10.8,44.02,17,12,0
5,1503A,Control,52,NE,2009,Fall,Post,5,4,91026,0.46,9.7,44.02,3,9,1
5,1503A,Control,52,NE,2009,Fall,Post,5,5,91104,0,5.3,44.02,1,0,0
5,1503A,Control,52,NE,2010,Spring,Post,6,1,100316,0.84,5.8,44.02,2,8,0
5,1503A,Control,52,NE,2010,Spring,Post,6,2,100401,0,13.6,44.02,12,12,0
5,1503A,Control,52,NE,2010,Spring,Post,6,3,100415,0,18.9,44.02,7,11,0
5,1503A,Control,52,NE,2010,Spring,Post,6,4,100503,3.96,16.1,44.02,3,2,1
5,1503A,Control,52,NE,2010,Fall,Post,7,1,100928,0.08,14.7,44.02,0,0,0
5,1503A,Control,52,NE,2010,Fall,Post,7,2,101011,0,19.2,44.02,9,1,1
5,1503A,Control,52,NE,2010,Fall,Post,7,3,101020,0.15,8.6,44.02,10,17,0
5,1503A,Control,52,NE,2010,Fall,Post,7,4,101103,0,5,44.02,11,26,0
5,1503A,Control,52,NE,2011,Spring,Post,8,1,110307,5.66,-0.6,34.76,2,1,0
5,1503A,Control,52,NE,2011,Spring,Post,8,2,110314,0,3.3,34.76,6,13,0
5,1503A,Control,52,NE,2011,Spring,Post,8,3,110407,3.91,13.3,34.76,9,3,0
5,1503A,Control,52,NE,2011,Spring,Post,8,4,110421,6.55,3.6,34.76,4,2,1
5,1504A,Control,300,SW,2009,Spring,Post,4,1,90305,0,-3.3,39.94,4,6,0
5,1504A,Control,300,SW,2009,Spring,Post,4,2,90413,1.02,6.9,39.94,6,4,0
5,1504A,Control,300,SW,2009,Spring,Post,4,3,90506,0,15.8,39.94,0,1,0
5,1504A,Control,300,SW,2009,Fall,Post,5,1,90912,0,18.6,39.94,0,0,0
5,1504A,Control,300,SW,2009,Fall,Post,5,2,90922,1.37,23.3,39.94,0,0,0
5,1504A,Control,300,SW,2009,Fall,Post,5,3,91013,0,10.8,39.94,4,5,0
5,1504A,Control,300,SW,2009,Fall,Post,5,4,91026,0.46,9.7,39.94,7,6,0
5,1504A,Control,300,SW,2009,Fall,Post,5,5,91104,0,5.3,39.94,1,3,0
5,1504A,Control,300,SW,2010,Spring,Post,6,1,100316,0.84,5.8,16.3,7,2,0
5,1504A,Control,300,SW,2010,Spring,Post,6,2,100401,0,13.6,16.3,1,8,1
5,1504A,Control,300,SW,2010,Spring,Post,6,3,100415,0,18.9,16.3,1,0,0
5,1504A,Control,300,SW,2010,Spring,Post,6,4,100503,3.96,16.1,16.3,0,0,1
5,1504A,Control,300,SW,2010,Fall,Post,7,1,100928,0.08,14.7,16.3,0,0,0
5,1504A,Control,300,SW,2010,Fall,Post,7,2,101011,0,19.2,16.3,0,0,0
5,1504A,Control,300,SW,2010,Fall,Post,7,3,101020,0.15,8.6,16.3,2,0,1
5,1504A,Control,300,SW,2010,Fall,Post,7,4,101103,0,5,16.3,4,4,2
5,1504A,Control,300,SW,2011,Spring,Post,8,1,110307,5.66,-0.6,97.4,7,5,0
5,1504A,Control,300,SW,2011,Spring,Post,8,2,110314,0,3.3,97.4,25,15,0
5,1504A,Control,300,SW,2011,Spring,Post,8,3,110407,3.91,13.3,97.4,16,5,0
5,1504A,Control,300,SW,2011,Spring,Post,8,4,110421,6.55,3.6,97.4,6,5,1
5,1505A,Control,36,NE,2009,Fall,Post,5,1,90912,0,18.6,94.96,2,0,0
5,1505A,Control,36,NE,2009,Fall,Post,5,2,90922,1.37,23.3,94.96,0,0,0
5,1505A,Control,36,NE,2009,Fall,Post,5,3,91013,0,10.8,94.96,14,5,1
5,1505A,Control,36,NE,2009,Fall,Post,5,4,91026,0.46,9.7,94.96,12,6,0
5,1505A,Control,36,NE,2009,Fall,Post,5,5,91104,0,5.3,94.96,5,3,0
5,1505A,Control,36,NE,2010,Spring,Post,6,1,100316,0.84,5.8,94.96,9,5,0
5,1505A,Control,36,NE,2010,Spring,Post,6,2,100401,0,13.6,94.96,10,13,0
5,1505A,Control,36,NE,2010,Spring,Post,6,3,100415,0,18.9,94.96,4,4,0
5,1505A,Control,36,NE,2010,Spring,Post,6,4,100503,3.96,16.1,94.96,0,4,0
5,1505A,Control,36,NE,2010,Fall,Post,7,1,100928,0.08,14.7,94.96,0,0,0
5,1505A,Control,36,NE,2010,Fall,Post,7,2,101011,0,19.2,94.96,2,0,0
5,1505A,Control,36,NE,2010,Fall,Post,7,3,101020,0.15,8.6,94.96,12,7,0
5,1505A,Control,36,NE,2010,Fall,Post,7,4,101103,0,5,94.96,12,6,0
5,1505A,Control,36,NE,2011,Spring,Post,8,1,110307,5.66,-0.6,67.14,3,4,0
5,1505A,Control,36,NE,2011,Spring,Post,8,2,110314,0,3.3,67.14,7,11,0
5,1505A,Control,36,NE,2011,Spring,Post,8,3,110407,3.91,13.3,67.14,18,10,0
5,1505A,Control,36,NE,2011,Spring,Post,8,4,110421,6.55,3.6,67.14,7,15,0
5,1506A,Control,244,SW,2009,Fall,Post,5,1,90912,0,18.6,0,0,0,0
5,1506A,Control,244,SW,2009,Fall,Post,5,2,90922,1.37,23.3,0,0,0,0
5,1506A,Control,244,SW,2009,Fall,Post,5,3,91013,0,10.8,0,16,7,0
5,1506A,Control,244,SW,2009,Fall,Post,5,4,91026,0.46,9.7,0,8,10,0
5,1506A,Control,244,SW,2009,Fall,Post,5,5,91104,0,5.3,0,2,1,0
5,1506A,Control,244,SW,2010,Spring,Post,6,1,100316,0.84,5.8,0,6,5,0
5,1506A,Control,244,SW,2010,Spring,Post,6,2,100401,0,13.6,0,4,3,1
5,1506A,Control,244,SW,2010,Spring,Post,6,3,100415,0,18.9,0,2,0,1
5,1506A,Control,244,SW,2010,Spring,Post,6,4,100503,3.96,16.1,0,1,0,5
5,1506A,Control,244,SW,2010,Fall,Post,7,1,100928,0.08,14.7,0,0,0,0
5,1506A,Control,244,SW,2010,Fall,Post,7,2,101011,0,19.2,0,4,0,0
5,1506A,Control,244,SW,2010,Fall,Post,7,3,101020,0.15,8.6,0,8,1,1
5,1506A,Control,244,SW,2010,Fall,Post,7,4,101103,0,5,0,15,12,0
5,1506A,Control,244,SW,2011,Spring,Post,8,1,110307,5.66,-0.6,148.38,3,0,0
5,1506A,Control,244,SW,2011,Spring,Post,8,2,110314,0,3.3,148.38,21,9,1
5,1506A,Control,244,SW,2011,Spring,Post,8,3,110407,3.91,13.3,148.38,15,6,1
5,1506A,Control,244,SW,2011,Spring,Post,8,4,110421,6.55,3.6,148.38,13,5,0
5,1507A,Control,192,SW,2009,Fall,Post,5,1,90912,0,18.6,88.42,0,0,0
5,1507A,Control,192,SW,2009,Fall,Post,5,2,90922,1.37,23.3,88.42,1,0,0
5,1507A,Control,192,SW,2009,Fall,Post,5,3,91013,0,10.8,88.42,12,5,1
5,1507A,Control,192,SW,2009,Fall,Post,5,4,91026,0.46,9.7,88.42,12,8,0
5,1507A,Control,192,SW,2009,Fall,Post,5,5,91104,0,5.3,88.42,2,1,0
5,1507A,Control,192,SW,2010,Spring,Post,6,1,100316,0.84,5.8,88.42,8,3,0
5,1507A,Control,192,SW,2010,Spring,Post,6,2,100401,0,13.6,88.42,8,7,1
5,1507A,Control,192,SW,2010,Spring,Post,6,3,100415,0,18.9,88.42,2,1,0
5,1507A,Control,192,SW,2010,Spring,Post,6,4,100503,3.96,16.1,88.42,1,0,2
5,1507A,Control,192,SW,2010,Fall,Post,7,1,100928,0.08,14.7,88.42,0,0,0
5,1507A,Control,192,SW,2010,Fall,Post,7,2,101011,0,19.2,88.42,0,0,0
5,1507A,Control,192,SW,2010,Fall,Post,7,3,101020,0.15,8.6,88.42,11,1,0
5,1507A,Control,192,SW,2010,Fall,Post,7,4,101103,0,5,88.42,15,6,1
5,1507A,Control,192,SW,2011,Spring,Post,8,1,110307,5.66,-0.6,79.06,10,1,0
5,1507A,Control,192,SW,2011,Spring,Post,8,2,110314,0,3.3,79.06,21,5,0
5,1507A,Control,192,SW,2011,Spring,Post,8,3,110401,0.05,2.5,79.06,22,13,0
5,1507A,Control,192,SW,2011,Spring,Post,8,4,110421,6.55,3.6,79.06,9,4,0
5,1508A,Control,222,SW,2009,Fall,Post,5,1,90912,0,18.6,12.66,0,0,0
5,1508A,Control,222,SW,2009,Fall,Post,5,2,90922,1.37,23.3,12.66,0,0,1
5,1508A,Control,222,SW,2009,Fall,Post,5,3,91013,0,10.8,12.66,15,1,0
5,1508A,Control,222,SW,2009,Fall,Post,5,4,91026,0.46,9.7,12.66,10,3,0
5,1508A,Control,222,SW,2009,Fall,Post,5,5,91104,0,5.3,12.66,3,0,0
5,1508A,Control,222,SW,2010,Spring,Post,6,1,100316,0.84,5.8,12.66,16,5,0
5,1508A,Control,222,SW,2010,Spring,Post,6,2,100401,0,13.6,12.66,8,2,0
5,1508A,Control,222,SW,2010,Spring,Post,6,3,100415,0,18.9,12.66,4,1,1
5,1508A,Control,222,SW,2010,Spring,Post,6,4,100503,3.96,16.1,12.66,3,0,0
5,1508A,Control,222,SW,2010,Fall,Post,7,1,100928,0.08,14.7,12.66,0,0,0
5,1508A,Control,222,SW,2010,Fall,Post,7,2,101011,0,19.2,12.66,0,0,0
5,1508A,Control,222,SW,2010,Fall,Post,7,3,101020,0.15,8.6,12.66,5,0,0
5,1508A,Control,222,SW,2010,Fall,Post,7,4,101103,0,5,12.66,9,6,0
5,1508A,Control,222,SW,2011,Spring,Post,8,1,110307,5.66,-0.6,3.72,9,3,0
5,1508A,Control,222,SW,2011,Spring,Post,8,2,110314,0,3.3,3.72,20,5,0
5,1508A,Control,222,SW,2011,Spring,Post,8,3,110407,3.91,13.3,3.72,13,5,0
5,1508A,Control,222,SW,2011,Spring,Post,8,4,110421,6.55,3.6,3.72,9,4,0
6,1601A1,CC,3,NE,2009,Spring,Post,4,1,90319,0,13.3,131.3,6,3,0
6,1601A1,CC,3,NE,2009,Spring,Post,4,2,90415,1.8,6.4,131.3,6,7,0
6,1601A1,CC,3,NE,2009,Spring,Post,4,3,90508,1.14,17.8,131.3,3,3,1
6,1601A1,CC,3,NE,2009,Fall,Post,5,1,90909,1.7,19.2,131.3,0,0,0
6,1601A1,CC,3,NE,2009,Fall,Post,5,2,90929,1.07,13.1,131.3,6,4,2
6,1601A1,CC,3,NE,2009,Fall,Post,5,3,91013,0,10.8,131.3,2,15,0
6,1601A1,CC,3,NE,2009,Fall,Post,5,4,91028,0,10.3,131.3,9,5,0
6,1601A1,CC,3,NE,2009,Fall,Post,5,5,91107,0,6.9,131.3,5,7,0
6,1601A1,CC,3,NE,2010,Spring,Post,6,1,100319,0,7.5,288.4,18,10,0
6,1601A1,CC,3,NE,2010,Spring,Post,6,2,100404,0,11.7,288.4,6,9,1
6,1601A1,CC,3,NE,2010,Spring,Post,6,3,100420,0,10.3,288.4,2,6,0
6,1601A1,CC,3,NE,2010,Spring,Post,6,4,100503,3.96,16.1,288.4,0,0,0
6,1601A1,CC,3,NE,2010,Fall,Post,7,1,101001,0,15.8,288.4,1,0,0
6,1601A1,CC,3,NE,2010,Fall,Post,7,2,101013,0,15.6,288.4,0,0,0
6,1601A1,CC,3,NE,2010,Fall,Post,7,3,101022,0,6.9,288.4,15,0,0
6,1601A1,CC,3,NE,2010,Fall,Post,7,4,101104,0,5.8,288.4,13,11,0
6,1601A1,CC,3,NE,2011,Spring,Post,8,1,110303,0,3.6,243.78,1,3,0
6,1601A1,CC,3,NE,2011,Spring,Post,8,2,110322,0.74,18.1,243.78,7,11,0
6,1601A1,CC,3,NE,2011,Spring,Post,8,3,110401,0.05,2.5,243.78,12,24,0
6,1601A1,CC,3,NE,2011,Spring,Post,8,4,110420,2.92,13.9,243.78,6,6,2
6,1601A2,CC,51,NE,2009,Spring,Post,4,1,90319,0,13.3,125.06,2,4,0
6,1601A2,CC,51,NE,2009,Spring,Post,4,2,90415,1.8,6.4,125.06,6,2,0
6,1601A2,CC,51,NE,2009,Spring,Post,4,3,90508,1.14,17.8,125.06,2,0,2
6,1601A2,CC,51,NE,2009,Fall,Post,5,1,90909,1.7,19.2,125.06,0,0,0
6,1601A2,CC,51,NE,2009,Fall,Post,5,2,90929,1.07,13.1,125.06,6,0,0
6,1601A2,CC,51,NE,2009,Fall,Post,5,3,91013,0,10.8,125.06,5,8,0
6,1601A2,CC,51,NE,2009,Fall,Post,5,4,91028,0,10.3,125.06,5,5,0
6,1601A2,CC,51,NE,2009,Fall,Post,5,5,91107,0,6.9,125.06,11,5,0
6,1601A2,CC,51,NE,2010,Spring,Post,6,1,100319,0,7.5,135.86,14,7,0
6,1601A2,CC,51,NE,2010,Spring,Post,6,2,100404,0,11.7,135.86,7,6,0
6,1601A2,CC,51,NE,2010,Spring,Post,6,3,100420,0,10.3,135.86,0,1,0
6,1601A2,CC,51,NE,2010,Spring,Post,6,4,100503,3.96,16.1,135.86,1,0,0
6,1601A2,CC,51,NE,2010,Fall,Post,7,1,101001,0,15.8,135.86,0,0,1
